Aug. 31,NWU,W
Sep. 1,STF,W
Sep. 6,RUT,W
Sep. 8,HVD,W
Sep. 13,MIC,L
Sep. 15,MSU,W
Sep. 20,QUI,W
Sep. 22,PRI,W
Sep. 27,ODU,W
Sep. 29,BOU,W
Oct. 4,TMP,W
Oct. 6,MAR,L
Oct. 11,PRO,W
Oct. 13,DEL,W
Oct. 18,VIL,W
Oct. 20,SYR,L
Oct. 26,LIB,W
Nov. 1,GEO,W
Nov. 3,MAS,W
Nov. 8,PRO,W
Nov. 8,LIB,W
