Aug. 30,MAR,L
Sep. 1,AMU,W
Sep. 6,LIB,L
Sep. 8,BUC,W
Sep. 13,LEH,W
Sep. 15,LAF,L
Sep. 20,VCU,W
Sep. 22,UCD,W
Sep. 27,LOC,L
Sep. 29,MAS,W
Oct. 4,DEL,L
Oct. 6,JMU,L
Oct. 12,SLS,W
Oct. 18,LSL,W
Oct. 20,SJU,L
Oct. 25,SFU,W
Oct. 27,DUK,L
Nov. 1,DAV,W
Nov. 3,WFU,L
Nov. 8,MAS,?
