Aug. 30,LAF,L
Sep. 6,LOB,W
Sep. 7,BUC,L
Sep. 13,CWM,W
Sep. 15,ODU,L
Sep. 20,RIC,L
Sep. 21,UCD,L
Sep. 29,SLS,W
Oct. 4,DAV,W
Oct. 6,SFU,W
Oct. 11,LOC,L
Oct. 13,AMU,L
Oct. 18,SJU,L
Oct. 20,LSL,W
Oct. 27,BAL,W
Nov. 1,MAS,L
Nov. 3,MAI,W
