Aug. 30,VCU,W
Sep. 2,SYR,L
Sep. 6,ASU,L
Sep. 8,LIB,L
Sep. 13,PRO,L
Sep. 15,RIC,W
Sep. 21,HOL,W
Sep. 23,COR,L
Sep. 28,CLG,W
Sep. 29,MNM,W
Oct. 5,BOU,W
Oct. 6,BNT,W
Oct. 13,TMP,W
Oct. 18,LEH,W
Oct. 20,CWM,L
Oct. 26,BUC,W
Oct. 27,PEN,W
Nov. 2,AMU,L
Nov. 8,BUC,?
