Aug. 30,MAI,W
Aug. 31,BAL,W
Sep. 6,CON,L
Sep. 8,SJU,L
Sep. 13,DEL,L
Sep. 15,MNM,W
Sep. 20,PRI,W
Sep. 28,MAR,L
Oct. 4,IOW,L
Oct. 5,UCD,W
Oct. 11,IND,W
Oct. 13,NWU,L
Oct. 18,OHS,W
Oct. 20,MSU,W
Oct. 25,MIC,W
Oct. 27,TMP,W
Nov. 3,PSU,L
Nov. 7,NWU,L
