Aug. 30,BUC,W
Sep. 1,LIB,L
Sep. 6,OHS,L
Sep. 8,GEO,W
Sep. 13,AMU,L
Sep. 15,MAR,L
Sep. 22,ODU,W
Sep. 24,UVA,L
Sep. 29,UNC,L
Oct. 4,CWM,L
Oct. 6,RIC,W
Oct. 11,DRX,W
Oct. 13,HOF,W
Oct. 20,DUK,L
Oct. 25,NEA,L
Oct. 27,SFU,W
Nov. 1,TOW,W
Nov. 3,DEL,L
Nov. 8,DEL,?
