Aug. 30,DRX,W
Aug. 31,BOU,L
Sep. 6,DAV,W
Sep. 13,LOC,W
Sep. 20,ASU,W
Sep. 22,DUK,L
Sep. 28,KST,L
Oct. 5,LON,W
Oct. 6,OHS,L
Oct. 11,MSU,L
Oct. 13,CMU,W
Oct. 18,BAL,W
Oct. 20,IND,W
Oct. 25,MIA,L
Oct. 26,UCD,L
Nov. 7,ASU,?
