Sep. 1,SHU,W
Sep. 8,MNM,L
Sep. 13,WAG,W
Sep. 15,PEN,W
Sep. 20,GEO,L
Sep. 22,RID,L
Sep. 27,LIB,L
Sep. 29,PSU,L
Oct. 4,PRO,L
Oct. 6,BUC,W
Oct. 11,QUI,W
Oct. 13,LSL,W
Oct. 18,CON,L
Oct. 20,FRF,L
Oct. 25,TMP,L
Oct. 27,DAV,W
Nov. 1,ODU,L
