Aug. 31,ALB,L
Sep. 2,DEL,L
Sep. 6,IND,W
Sep. 8,SLS,W
Sep. 13,MSU,L
Sep. 15,SFU,W
Sep. 20,BAL,W
Sep. 22,NWU,L
Sep. 27,ASU,W
Sep. 29,DAV,W
Oct. 3,TOW,W
Oct. 6,WFU,L
Oct. 11,KST,L
Oct. 13,UVA,L
Oct. 18,LON,W
Oct. 25,OHU,W
Oct. 27,UCD,W
Nov. 2,CMU,W
