Aug. 30,HOF,W
Sep. 8,LSL,L
Sep. 13,VIL,L
Sep. 20,YAL,L
Sep. 22,LEH,L
Sep. 29,ALB,L
Oct. 4,RID,L
Oct. 11,LOB,L
Oct. 13,BNT,L
Oct. 20,LOC,L
Oct. 24,FRF,L
Oct. 30,SHU,L
Nov. 1,MER,W
