Sep. 6,WFU,L
Sep. 8,UNC,L
Sep. 13,MNM,L
Sep. 15,VIL,L
Sep. 22,SJU,L
Sep. 28,COR,W
Sep. 29,TMP,W
Oct. 5,HVD,L
Oct. 6,BOU,W
Oct. 12,DRT,W
Oct. 13,DRX,W
Oct. 18,CMB,L
Oct. 20,DEL,L
Oct. 26,YAL,W
Oct. 27,LAF,L
Nov. 2,BWN,W
Nov. 9,PRI,L
