Aug. 30,QUI,W
Sep. 2,NWU,L
Sep. 8,MIC,L
Sep. 13,IOW,L
Sep. 14,DUK,L
Sep. 20,STF,L
Sep. 26,PSU,W
Sep. 27,DEL,L
Sep. 29,DRX,W
Oct. 4,SYR,L
Oct. 6,CMU,W
Oct. 10,BWN,L
Oct. 11,SHU,W
Oct. 13,COR,W
Oct. 18,UCD,W
Oct. 22,STF,L
Oct. 30,UCD,L
Nov. 7,NEH,?
