Aug. 30,HOL,W
Sep. 1,MNM,W
Sep. 6,DRT,W
Sep. 8,BOU,L
Sep. 15,BOC,L
Sep. 20,MAI,W
Sep. 25,MER,W
Sep. 27,FRF,W
Sep. 29,WFU,L
Oct. 4,MAS,L
Oct. 6,DEL,L
Oct. 11,TOW,W
Oct. 20,BNT,W
Oct. 25,JMU,W
Oct. 27,CWM,L
Nov. 1,DRX,W
Nov. 3,HOF,L
Nov. 8,CWM,?
