Aug. 30,SHU,W
Sep. 1,TMP,L
Sep. 6,RID,L
Sep. 8,WAG,W
Sep. 15,LOB,W
Sep. 20,TOW,L
Sep. 22,GEO,L
Sep. 27,DAV,W
Sep. 29,ASU,L
Oct. 4,SLS,W
Oct. 6,LOC,L
Oct. 11,SFU,W
Oct. 13,VIL,L
Oct. 18,RIC,L
Oct. 20,VCU,L
Oct. 25,MAS,L
Oct. 27,LEH,W
Oct. 31,SJU,L
