Sep. 7,CMU,W
Sep. 8,IOW,L
Sep. 14,BOU,W
Sep. 15,MAI,W
Sep. 20,FRF,L
Sep. 22,UML,L
Sep. 27,BWN,W
Sep. 29,QUI,W
Oct. 5,COR,L
Oct. 6,ALB,L
Oct. 12,PRI,L
Oct. 18,PEN,W
Oct. 20,MNM,L
Oct. 26,DRT,W
Nov. 1,YAL,L
Nov. 8,HVD,L
