Aug. 31,RUT,L
Sep. 1,DAV,W
Sep. 5,UCD,L
Sep. 6,SLS,W
Sep. 8,IND,L
Sep. 15,UML,L
Sep. 16,NWU,L
Sep. 20,MIA,L
Sep. 22,MSU,L
Sep. 28,CMU,W
Oct. 4,KST,L
Oct. 12,STF,L
Oct. 13,MIC,L
Oct. 18,OHU,L
Oct. 25,LON,W
Oct. 27,VCU,L
Nov. 1,ASU,W
Nov. 7,LON,?
