Aug. 30,NWU,L
Sep. 1,CON,L
Sep. 3,QUI,W
Sep. 6,MIC,W
Sep. 10,BWN,W
Sep. 12,HVD,W
Sep. 13,NEH,L
Sep. 15,VER,W
Sep. 20,CAL,W
Sep. 27,WFU,L
Sep. 29,DUK,L
Oct. 5,SYR,W
Oct. 12,BAL,W
Oct. 13,OHS,W
Oct. 15,LOU,L
Oct. 20,UCD,W
Oct. 22,CAL,W
Nov. 1,UCD,W
Nov. 7,ALB,?
