Aug. 30,BNT,W
Sep. 1,BUC,L
Sep. 6,CLG,W
Sep. 8,COR,L
Sep. 13,OHU,L
Sep. 15,ASU,L
Sep. 22,DAV,W
Sep. 27,RIC,W
Sep. 29,LOB,L
Oct. 4,SJU,L
Oct. 6,LSL,W
Oct. 11,VCU,W
Oct. 13,LEH,W
Oct. 18,MAS,L
Oct. 20,WAG,W
Oct. 27,SLS,W
Nov. 1,SFU,W
Nov. 3,RID,W
Nov. 8,SJU,?
