Aug. 31,LON,L
Sep. 6,VCU,L
Sep. 8,CWM,L
Sep. 15,LSL,L
Sep. 22,TOW,W
Sep. 27,SFU,L
Sep. 29,LOC,W
Oct. 6,LEH,W
Oct. 11,WAG,W
Oct. 13,RID,L
Oct. 18,MER,W
Oct. 19,HOF,L
Oct. 25,SHU,W
Oct. 27,BNT,W
Nov. 1,FRF,L
Nov. 3,TMP,L
Nov. 8,RID,?
